Nombre Producto - Grupo,packaging_unitName,productId,name,variant_features_0_value,description,pricePerUnit,dimensions_weight,dimensions_weightUnit,dimensions_length,dimensions_lengthUnit,dimensions_width,dimensions_widthUnit,dimensions_height,dimensions_heightUnit,dimensions_volume,dimensions_volumeUnit,constraints_minUnit,constraints_stepSize,packaging_unit,packaging_packageName,packaging_packageUnit,packaging_amountPerPackage,packaging_boxName,packaging_boxUnit,packaging_amountPerBox,packaging_palletName,packaging_palletUnit,packaging_amountPerPallet
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPRT2,ESMALTE AL AGUA COPPER ROSADO TULIPAN,ROSADO TULIPAN,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPSM2,ESMALTE AL AGUA COPPER SUR MAGICO,SUR MAGICO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960ECOPTC2,ESMALTE AL AGUA COPPER TOQUE CREATIVO,TOQUE CREATIVO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,1/4 Galon,PCA960EXOPAR2,ESMALTE AL AGUA COPPER AMARILLO REY,AMARILLO REY,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",4890,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
LATEX CONSTRUCCION,1/4 Galon,PCA901CONST04,LATEX CONSTRUCCION  BLANCO,BLANCO,"Latex Construccion, pintura base agua con resina acrilica, acabado mate, rinde 35 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, buena adherencia y facil aplicacion con brocha, rodillo o pistola, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para estucos, ladrillos, hormigon y tabiqueria con yeso-carton o fibrocemento.",3290,1.5,kg,11,cm,11,cm,13,cm,1573,cm³,6,6,1/4 GL,Display,DIS,6,Medio Pallet,MPA,228,Pallet,PAL,450
ESMALTE AL AGUA COPPER,Balde 5 Galones,PCA960COPPBM5,ESMALTE AL AGUA COPPER BASE MEDIA,BASE MEDIA,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",44715,30,kg,31,cm,31,cm,37,cm,35557,cm³,1,1,BD5,Display,DIS,1,Medio Pallet,MPA,12,Pallet,PAL,24
ESMALTE AL AGUA COPPER,Balde 5 Galones,PCA960ECOPBO5,ESMALTE AL AGUA COPPER BASE OSCURA,BASE OSCURA,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",36043,30,kg,31,cm,31,cm,37,cm,35557,cm³,1,1,BD5,Display,DIS,1,Medio Pallet,MPA,12,Pallet,PAL,24
Esmalte Anticorrosivo Doble Acción,Galon,PCA108INCO001,ESMALTE ANTICORROSIVO DOBLE ACCION INCOLORO,INCOLORO,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon por mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",14364,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960COPPBM1,ESMALTE AL AGUA COPPER BASE MEDIA,BASE MEDIA,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",13638,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPBO1,ESMALTE AL AGUA COPPER BASE OSCURA,BASE OSCURA,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",14656,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Balde 5 Galones,PCA960ECONE5,ESMALTE AL AGUA COPPER NEGRO,NEGRO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",70190,30,kg,31,cm,31,cm,37,cm,35557,cm³,1,1,BD5,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,24
ESMALTE AL AGUA COPPER,Balde 5 Galones,PCA960ECOPBL5,ESMALTE AL AGUA COPPER BLANCO,BLANCO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",70190,30,kg,31,cm,31,cm,37,cm,35557,cm³,1,1,BD5,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,24
LATEX SUPER CUBRIENTE,Balde 4 Galones,PCAEXTRACUB06,LATEX SUPER CUBRIENTE BLANCO,BLANCO,"Latex Super Cubriente de Aparejo y Terminacion Premium, con acabado mate, rendimiento  35 ± 5 m2 por galon con una mano, aplicacion brocha, rodillo y pistola, secado tacto entre 2 – 3 horas, repintado entre  3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada de fibrocemento.",42790,25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36
VITROPLUS,Galon,PCA103MADPLU1,VITROPLUS INCOLORO,INCOLORO,"Barniz Vitrificante para madera, formulado con resina uretanada y triple proteccion solar (filtro, absorbedor y estabilizador UV), acabado brillante, rinde 25 a 30 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad y radiacion UV, alta dureza, adherencia y flexibilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para proteger y embellecer madera expuesta a ambientes agresivos.",25990,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
Esmalte Anticorrosivo Doble Acción,Galon,PCA108BLAN001,ESMALTE ANTICORROSIVO DOBLE ACCION BLANCO,BLANCO,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon por mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",19160,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
Esmalte Anticorrosivo Doble Acción,Galon,PCA108GRIS001,ESMALTE ANTICORROSIVO DOBLE ACCION GRIS,GRIS,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon por mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",19160,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
Esmalte Anticorrosivo Doble Acción,Galon,PCA108NEGR001,ESMALTE ANTICORROSIVO DOBLE ACCION NEGRO,NEGRO,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon por mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",19160,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
Esmalte Anticorrosivo Doble Acción,Galon,PCA108ROJO001,ESMALTE ANTICORROSIVO DOBLE ACCION ROJO,ROJO,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon por mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",19160,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
Esmalte Anticorrosivo Doble Acción,Galon,PCA108VERDE01,ESMALTE ANTICORROSIVO DOBLE ACCION VERDE,VERDE,"Anticorrosivo Doble Accion, imprimacion y terminacion en uno, base solvente con resina alquidica, acabado brillante y liso, rinde 45 ± 5 m² por galon por mano, secado al tacto en 3 a 4 horas y repintado desde 4 horas, alta resistencia a la humedad y a la radiacion UV, excelente adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de acero expuestas a condiciones moderadamente agresivas.",19160,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
STAIN ,Galon,PCA113NEGRO01,STAIN  NEGRO,NEGRO,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",18690,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
STAIN ,Galon,PCA113POLALE1,STAIN  ALERCE,ALERCE,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",18690,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
STAIN ,Galon,PCA113POLARB1,STAIN  ARBOLEDA,ARBOLEDA,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",18690,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
STAIN ,Galon,PCA113POLCAO1,STAIN  CAOBA,CAOBA,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",18690,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
STAIN ,Galon,PCA113POLCAS1,STAIN  CASTAÑO,CASTAÑO,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",18690,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
STAIN ,Galon,PCA113POLENC1,STAIN  ENCINA,ENCINA,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",18690,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
STAIN ,Galon,PCA113POLNAT1,STAIN  NATURAL,NATURAL,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",18690,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
STAIN ,Galon,PCA113POLNOG1,STAIN  NOGAL,NOGAL,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",18690,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
STAIN ,Galon,PCA113POLORE1,STAIN  PINO OREGON,PINO OREGON,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",18690,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
STAIN ,Galon,PCA113POLPAR1,STAIN  PALO ROSA,PALO ROSA,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",18690,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
STAIN ,Galon,PCA113POLROB1,STAIN  ROBLE,ROBLE,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",18690,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
STAIN ,Galon,PCA113POLVER1,STAIN  VERDE,VERDE,"Protector impregnante para maderas, acabado mate, con triple proteccion solar, rinde 40 m² por galon por mano, secado al tacto en 4 a 6 horas y repintado desde 12 horas, excelente resistencia a la humedad, durabilidad exterior, contiene fungicidas y anti-termitas, libre de metales pesados, estabilidad de 36 meses en envase cerrado.",18690,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960CAFEMO1,ESMALTE AL AGUA COPPER CAFE,CAFE,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960COPPBL1,ESMALTE AL AGUA COPPER BLANCO,BLANCO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPAC1,ESMALTE AL AGUA COPPER AZUL COLONIAL,AZUL COLONIAL,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPAT1,ESMALTE AL AGUA COPPER AMARILLO TOPACIO,AMARILLO TOPACIO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPBE1,ESMALTE AL AGUA COPPER BOSQUE ENCANTADO,BOSQUE ENCANTADO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPBI1,ESMALTE AL AGUA COPPER BLANCO INVIERNO,BLANCO INVIERNO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPBN1,ESMALTE AL AGUA COPPER BLANCO NACAR,BLANCO NACAR,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPBV1,ESMALTE AL AGUA COPPER BUENAS VIBRAS,BUENAS VIBRAS,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPCA1,ESMALTE AL AGUA COPPER CENIZA ACTIVA,CENIZA ACTIVA,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPCC1,ESMALTE AL AGUA COPPER CALIDA CALMA,CALIDA CALMA,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPDA1,ESMALTE AL AGUA COPPER DAMASCO,DAMASCO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPGA1,ESMALTE AL AGUA COPPER GLACIAR AUSTRAL,GLACIAR AUSTRAL,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPLS1,ESMALTE AL AGUA COPPER LINO SUAVE,LINO SUAVE,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
ESMALTE AL AGUA COPPER,Galon,PCA960ECOPMC1,ESMALTE AL AGUA COPPER MISTERIO COSMICO,MISTERIO COSMICO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",17120,7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144
